what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1348485258471
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1348485258503
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348485261687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348485283770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348532621416
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1348532621437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348532623580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348532775097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348532776494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348534223392
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348534223408
